"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1024,"LGF-B","Lions Gate Entertainment Corp.","Communication Services","Entertainment","USA",1844.84,,7.73,-1.40%,655996
1025,"LGIH","LGI Homes Inc","Consumer Cyclical","Residential Construction","USA",2334.49,12.07,99.34,2.52%,110152
1026,"LGND","Ligand Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1740.68,41.93,96.92,3.86%,106318
1027,"LILA","Liberty Latin America Ltd","Communication Services","Telecom Services","USA",1858.57,,9.42,2.84%,706463
1028,"LILAK","Liberty Latin America Ltd","Communication Services","Telecom Services","USA",1862.51,,9.44,2.39%,1797976
1029,"LINC","Lincoln Educational Services Corp","Consumer Defensive","Education & Training Services","USA",382.94,47.19,12.18,4.55%,181982
1030,"LIND","Lindblad Expeditions Holdings Inc","Consumer Cyclical","Travel Services","USA",402.61,,7.51,-1.44%,544493
1031,"LIVN","LivaNova PLC","Healthcare","Medical Devices","United Kingdom",2443.50,,45.00,0.67%,1030630
1032,"LKFN","Lakeland Financial Corp.","Financial","Banks - Regional","USA",1586.61,15.88,62.22,0.58%,72140
1033,"LLAP","Terran Orbital Corp","Industrials","Aerospace & Defense","USA",158.00,,0.77,12.16%,4344160
1034,"LMAT","Lemaitre Vascular Inc","Healthcare","Medical Instruments & Supplies","USA",1861.78,49.70,82.93,3.28%,109938
1035,"LMB","Limbach Holdings Inc","Industrials","Building Products & Equipment","USA",692.77,28.09,61.47,2.81%,164663
1036,"LMND","Lemonade Inc","Financial","Insurance - Property & Casualty","USA",1103.10,,15.53,1.24%,1633111
1037,"LMNR","Limoneira Co","Consumer Defensive","Farm Products","USA",374.25,,20.78,2.47%,29614
1038,"LNKB","Linkbancorp Inc","Financial","Banks - Regional","USA",238.73,,6.39,1.75%,18798
1039,"LNN","Lindsay Corporation","Industrials","Farm & Heavy Construction Machinery","USA",1281.32,17.88,117.66,0.37%,67963
1040,"LNTH","Lantheus Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",6752.76,15.92,97.26,1.21%,488480
1041,"LNZA","LanzaTech Global Inc","Industrials","Waste Management","USA",259.04,,1.31,-1.50%,520926
1042,"LOB","Live Oak Bancshares Inc","Financial","Banks - Regional","USA",1781.78,16.26,39.56,1.15%,115489
1043,"LOCO","El Pollo Loco Holdings Inc","Consumer Cyclical","Restaurants","USA",355.27,13.90,11.87,1.54%,224810
1044,"LOVE","Lovesac Company","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",369.31,28.18,23.75,0.55%,193466
1045,"LPG","Dorian LPG Ltd","Energy","Oil & Gas Midstream","USA",1534.32,4.76,36.00,-1.02%,822646
1046,"LPRO","Open Lending Corp","Financial","Credit Services","USA",651.86,45.43,5.47,-0.73%,383945
1047,"LQDA","Liquidia Corp","Healthcare","Biotechnology","USA",869.55,,11.38,6.55%,632548
1048,"LQDT","Liquidity Services Inc","Consumer Cyclical","Internet Retail","USA",640.69,33.42,21.02,4.68%,87447
1049,"LRMR","Larimar Therapeutics Inc","Healthcare","Biotechnology","USA",474.67,,7.44,4.06%,325211
1050,"LRN","Stride Inc","Consumer Defensive","Education & Training Services","USA",3493.30,17.30,80.77,3.51%,860306
1051,"LSEA","Landsea Homes Corporation","Real Estate","Real Estate - Development","USA",398.72,17.16,10.99,-0.54%,650245
1052,"LTC","LTC Properties, Inc.","Real Estate","REIT - Healthcare Facilities","USA",1561.73,16.30,35.91,0.25%,237639
1053,"LTH","Life Time Group Holdings Inc","Consumer Cyclical","Leisure","USA",4741.49,44.51,23.78,4.34%,1898112
1054,"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",5470.44,,5.38,-18.85%,132498554
1055,"LUNG","Pulmonx Corp","Healthcare","Medical Devices","USA",229.81,,5.87,0.17%,202734
1056,"LUNR","Intuitive Machines Inc","Industrials","Aerospace & Defense","USA",195.54,13.11,3.64,6.12%,1848628
1057,"LVO","LiveOne Inc","Communication Services","Entertainment","USA",150.42,,1.52,7.04%,204918
1058,"LVWR","LiveWire Group Inc","Consumer Cyclical","Auto Manufacturers","USA",1330.83,,6.55,1.24%,11167
1059,"LWAY","Lifeway Foods, Inc.","Consumer Defensive","Packaged Foods","USA",166.81,13.25,11.34,0.62%,80910
1060,"LWLG","Lightwave Logic Inc","Basic Materials","Specialty Chemicals","USA",329.05,,2.74,-0.36%,664531
1061,"LXEO","Lexeo Therapeutics Inc.","Healthcare","Biotechnology","USA",385.19,,11.69,-0.26%,240972
1062,"LXFR","Luxfer Holdings PLC","Industrials","Specialty Industrial Machinery","United Kingdom",289.51,,10.57,-0.56%,141805
1063,"LXP","LXP Industrial Trust","Real Estate","REIT - Industrial","USA",2852.15,109.00,9.69,0.52%,1846254
1064,"LXRX","Lexicon Pharmaceuticals Inc","Healthcare","Biotechnology","USA",607.30,,1.68,7.69%,2591788
1065,"LXU","LSB Industries, Inc.","Basic Materials","Chemicals","USA",589.43,254.80,8.23,3.65%,313107
1066,"LYEL","Lyell Immunopharma Inc","Healthcare","Biotechnology","USA",382.41,,1.50,6.38%,431805
1067,"LYRA","Lyra Therapeutics Inc","Healthcare","Biotechnology","USA",18.76,,0.31,0.49%,976408
1068,"LYTS","LSI Industries Inc.","Technology","Electronic Components","USA",424.42,15.73,14.57,1.82%,60266
1069,"LZ","LegalZoom.com Inc.","Industrials","Specialty Business Services","USA",1099.09,54.07,5.84,-1.52%,3258257
1070,"LZB","La-Z-Boy Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1755.58,14.70,41.74,1.90%,364541
1071,"LZM","Lifezone Metals Ltd","Basic Materials","Other Industrial Metals & Mining","United Kingdom",484.00,,6.05,11.42%,147623
1072,"MAC","Macerich Co.","Real Estate","REIT - Retail","USA",3384.83,,14.95,2.26%,1036653
1073,"MAMA","Mama's Creations Inc.","Consumer Defensive","Packaged Foods","USA",282.80,49.87,7.59,5.12%,594635
1074,"MAPS","WM Technology Inc","Technology","Software - Application","USA",89.50,,0.94,-0.49%,682867
1075,"MARA","Marathon Digital Holdings Inc","Financial","Capital Markets","USA",4917.72,9.44,17.39,9.79%,33613760
1076,"MASS","908 Devices Inc","Healthcare","Medical Devices","USA",153.20,,4.42,0.45%,164631
1077,"MATV","Mativ Holdings Inc","Basic Materials","Specialty Chemicals","USA",1003.29,,18.47,28.44%,919814
1078,"MATW","Matthews International Corp.","Industrials","Conglomerates","USA",792.23,31.05,25.89,1.41%,240755
1079,"MATX","Matson Inc","Industrials","Marine Shipping","USA",4354.32,13.61,129.67,1.22%,223205
1080,"MAX","MediaAlpha Inc","Communication Services","Internet Content & Information","USA",865.28,,15.81,-0.88%,652134
1081,"MBC","MasterBrand Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1962.15,11.28,15.45,2.32%,766516
1082,"MBCN","Middlefield Banc Corp.","Financial","Banks - Regional","USA",197.07,12.58,24.42,4.81%,11582
1083,"MBI","MBIA Inc.","Financial","Insurance - Specialty","USA",202.08,,3.96,5.60%,573176
1084,"MBIN","Merchants Bancorp","Financial","Banks - Regional","USA",1838.24,6.30,40.18,2.03%,160395
1085,"MBUU","Malibu Boats Inc","Consumer Cyclical","Recreational Vehicles","USA",719.08,,35.18,3.56%,168861
1086,"MBWM","Mercantile Bank Corp.","Financial","Banks - Regional","USA",684.82,8.40,42.43,1.87%,34756
1087,"MC","Moelis & Co","Financial","Capital Markets","USA",4257.48,387.88,60.51,1.56%,612115
1088,"MCB","Metropolitan Bank Holding Corp","Financial","Banks - Regional","USA",496.72,7.16,44.39,0.38%,48385
1089,"MCBS","MetroCity Bankshares Inc","Financial","Banks - Regional","USA",687.22,12.82,27.26,1.30%,30206
1090,"MCFT","MasterCraft Boat Holdings Inc","Consumer Cyclical","Recreational Vehicles","USA",336.71,8.96,19.83,2.06%,272396
1091,"MCRI","Monarch Casino & Resort, Inc.","Consumer Cyclical","Resorts & Casinos","USA",1355.71,17.20,73.64,2.02%,53216
1092,"MCS","Marcus Corp.","Communication Services","Entertainment","USA",406.46,,12.92,2.70%,293216
1093,"MCW","Mister Car Wash Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2156.26,31.21,6.70,5.68%,2063979
1094,"MCY","Mercury General Corp.","Financial","Insurance - Property & Casualty","USA",3387.54,10.61,61.18,-1.58%,369311
1095,"MD","Pediatrix Medical Group Inc","Healthcare","Medical Care Facilities","USA",844.10,,9.83,2.08%,745356
1096,"MDGL","Madrigal Pharmaceuticals Inc","Healthcare","Biotechnology","USA",5191.97,,243.64,4.08%,554295
1097,"MDWD","MediWound Ltd","Healthcare","Biotechnology","Israel",164.26,,17.70,8.26%,114467
1098,"MDXG","Mimedx Group Inc","Healthcare","Biotechnology","USA",936.65,10.86,6.38,1.75%,742187
1099,"MEC","Mayville Engineering Company Inc","Industrials","Metal Fabrication","USA",387.20,36.73,18.86,1.89%,95129
1100,"MED","Medifast Inc","Consumer Cyclical","Personal Services","USA",216.06,7.37,19.75,-0.80%,444741
1101,"MEG","Montrose Environmental Group Inc","Industrials","Waste Management","USA",1083.06,,31.78,8.39%,667145
1102,"MEI","Methode Electronics, Inc.","Technology","Electronic Components","USA",364.15,,10.31,0.98%,266692
1103,"METC","Ramaco Resources Inc","Basic Materials","Coking Coal","USA",690.70,12.42,13.01,13.03%,1175356
1104,"MFA","MFA Financial Inc","Real Estate","REIT - Mortgage","USA",1170.86,19.60,11.47,5.91%,1434757
1105,"MFIN","Medallion Financial Corp.","Financial","Credit Services","USA",184.30,4.40,7.94,1.02%,52768
1106,"MG","Mistras Group Inc","Industrials","Security & Protection Services","USA",302.98,,9.78,3.06%,81269
1107,"MGEE","MGE Energy, Inc.","Utilities","Utilities - Regulated Electric","USA",3057.93,26.47,84.52,-0.35%,99940
1108,"MGNI","Magnite Inc","Communication Services","Advertising Agencies","USA",1785.26,,12.75,-1.16%,5174969
1109,"MGNX","Macrogenics Inc","Healthcare","Biotechnology","USA",216.38,,3.45,2.07%,704820
1110,"MGPI","MGP Ingredients, Inc.","Consumer Defensive","Beverages - Wineries & Distilleries","USA",1855.52,19.47,84.38,0.80%,136588
1111,"MGRC","McGrath Rentcorp","Industrials","Rental & Leasing Services","USA",2453.77,21.17,99.95,1.85%,92713
1112,"MGTX","MeiraGTx Holdings plc","Healthcare","Biotechnology","USA",284.25,,4.42,6.00%,207129
1113,"MGX","Metagenomi Inc.","Healthcare","Biotechnology","USA",129.99,,3.47,-2.53%,59006
1114,"MGY","Magnolia Oil & Gas Corp","Energy","Oil & Gas E&P","USA",4676.36,11.97,24.37,1.58%,3064964
1115,"MHLD","Maiden Holdings Ltd","Financial","Insurance - Reinsurance","Bermuda",181.38,,1.81,11.04%,104018
1116,"MHO","MI Homes Inc.","Consumer Cyclical","Residential Construction","USA",3904.83,7.75,142.46,1.63%,235067
1117,"MIR","Mirion Technologies Inc.","Industrials","Specialty Industrial Machinery","USA",2295.17,,10.11,3.27%,540302
1118,"MIRM","Mirum Pharmaceuticals Inc","Healthcare","Biotechnology","USA",1879.07,,39.87,2.34%,391722
1119,"MITK","Mitek Systems Inc","Technology","Software - Application","USA",528.26,,11.29,0.71%,729636
1120,"MITT","AG Mortgage Investment Trust Inc","Real Estate","REIT - Mortgage","USA",201.12,4.42,6.82,2.40%,245052
1121,"MKTW","Marketwise Inc","Financial","Financial Data & Stock Exchanges","USA",44.03,19.96,1.02,2.00%,98710
1122,"ML","MoneyLion Inc","Technology","Software - Application","USA",511.23,885.61,47.38,7.22%,379686
1123,"MLAB","Mesa Laboratories, Inc.","Technology","Scientific & Technical Instruments","USA",693.78,,128.24,7.77%,29437
1124,"MLI","Mueller Industries, Inc.","Industrials","Metal Fabrication","USA",7628.70,13.94,67.32,1.46%,561755
1125,"MLKN","MillerKnoll Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1967.11,25.34,28.17,1.59%,342093
1126,"MLNK","MeridianLink Inc","Technology","Software - Application","USA",1719.84,,22.42,1.22%,180986
1127,"MLP","Maui Land & Pineapple Co., Inc.","Real Estate","Real Estate Services","USA",421.96,,21.43,3.28%,9851
1128,"MLR","Miller Industries Inc.","Consumer Cyclical","Auto Parts","USA",688.09,9.65,59.99,-2.61%,130509
1129,"MLYS","Mineralys Therapeutics Inc","Healthcare","Biotechnology","USA",554.59,,11.17,-0.98%,114555
1130,"MMI","Marcus & Millichap Inc","Real Estate","Real Estate Services","USA",1483.76,,38.36,1.56%,77102
1131,"MMS","Maximus Inc.","Industrials","Specialty Business Services","USA",5313.92,18.33,87.40,-0.22%,995378
1132,"MMSI","Merit Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",5286.63,45.27,90.82,2.44%,387156
1133,"MNKD","Mannkind Corp","Healthcare","Biotechnology","USA",1413.34,143.77,5.19,3.59%,1721695
1134,"MNMD","Mind Medicine Inc","Healthcare","Biotechnology","USA",216.27,,7.68,5.06%,536034
1135,"MNRO","Monro Inc","Consumer Cyclical","Auto Parts","USA",784.20,25.18,26.21,0.31%,343680
1136,"MNTK","Montauk Renewables Inc","Utilities","Utilities - Diversified","USA",768.79,36.97,5.35,2.29%,139596
1137,"MOD","Modine Manufacturing Co.","Consumer Cyclical","Auto Parts","USA",5294.46,32.99,101.02,6.39%,751810
1138,"MODG","Topgolf Callaway Brands Corp","Consumer Cyclical","Leisure","USA",2202.12,129.55,11.97,-2.05%,8967558
1139,"MODV","ModivCare Inc","Healthcare","Medical Care Facilities","USA",328.39,,23.11,18.57%,580510
1140,"MOFG","MidWestOne Financial Group Inc","Financial","Banks - Regional","USA",413.80,13.36,26.24,1.78%,21597
1141,"MOG-A","Moog, Inc.","Industrials","Aerospace & Defense","USA",5846.35,28.99,182.87,5.92%,170690
1142,"MOND","Mondee Holdings Inc","Consumer Cyclical","Travel Services","USA",203.70,,2.32,5.45%,48289
1143,"MORF","Morphic Holding Inc","Healthcare","Biotechnology","USA",2856.51,,56.88,-0.02%,1316952
1144,"MOV","Movado Group, Inc.","Consumer Cyclical","Luxury Goods","USA",536.59,13.54,24.16,1.51%,115604
1145,"MPB","Mid Penn Bancorp, Inc.","Financial","Banks - Regional","USA",438.28,9.63,26.26,2.34%,17413
1146,"MPX","Marine Products Corp","Consumer Cyclical","Recreational Vehicles","USA",336.44,13.24,9.69,2.43%,40833
1147,"MQ","Marqeta Inc","Technology","Software - Infrastructure","USA",2771.89,,5.35,8.52%,12773682
1148,"MRAM","Everspin Technologies Inc","Technology","Semiconductors","USA",116.09,69.08,5.34,2.30%,73384
1149,"MRC","MRC Global Inc","Energy","Oil & Gas Equipment & Services","USA",1027.77,13.77,12.08,-3.36%,816266
1150,"MRCY","Mercury Systems Inc","Industrials","Aerospace & Defense","USA",2057.07,,34.66,2.61%,280927
1151,"MRSN","Mersana Therapeutics Inc","Healthcare","Biotechnology","USA",178.65,,1.46,0.00%,519589
1152,"MRTN","Marten Transport, Ltd.","Industrials","Trucking","USA",1419.73,32.65,17.45,0.29%,176352
1153,"MRVI","Maravai LifeSciences Holdings Inc","Healthcare","Biotechnology","USA",1125.73,,8.48,-6.87%,6281238
1154,"MSBI","Midland States Bancorp Inc","Financial","Banks - Regional","USA",451.72,10.68,21.03,1.50%,83914
1155,"MSEX","Middlesex Water Co.","Utilities","Utilities - Regulated Water","USA",1092.09,29.74,61.25,0.03%,54471
1156,"MSGE","Madison Square Garden Entertainment Corp.","Consumer Cyclical","Leisure","USA",1814.20,31.92,37.78,4.08%,211755
1157,"MTAL","Metals Acquisition Limited","Basic Materials","Copper","United Kingdom",822.07,,11.10,1.56%,174543
1158,"MTH","Meritage Homes Corp.","Consumer Cyclical","Residential Construction","USA",6487.45,7.86,178.57,2.51%,431075
1159,"MTRN","Materion Corp","Basic Materials","Other Industrial Metals & Mining","USA",2342.88,30.11,112.91,2.49%,94698
1160,"MTRX","Matrix Service Co.","Industrials","Engineering & Construction","USA",254.80,,9.33,5.19%,95963
1161,"MTTR","Matterport Inc","Technology","Software - Application","USA",1337.15,,4.19,3.46%,1534587
1162,"MTUS","Metallus Inc.","Basic Materials","Steel","USA",858.78,11.70,19.58,3.16%,491878
1163,"MTW","Manitowoc Co., Inc.","Industrials","Farm & Heavy Construction Machinery","USA",363.22,44.38,10.22,-5.19%,817841
1164,"MTX","Minerals Technologies, Inc.","Basic Materials","Specialty Chemicals","USA",2273.78,26.34,70.68,1.49%,126471
1165,"MUR","Murphy Oil Corp.","Energy","Oil & Gas E&P","USA",5651.56,9.76,37.04,0.90%,3313028
1166,"MVBF","MVB Financial Corp.","Financial","Banks - Regional","USA",265.92,13.25,20.63,1.58%,9214
1167,"MVIS","Microvision Inc.","Technology","Scientific & Technical Instruments","USA",186.39,,0.90,8.45%,4984139
1168,"MWA","Mueller Water Products Inc","Industrials","Specialty Industrial Machinery","USA",3179.88,25.99,20.41,0.94%,1128716
1169,"MXCT","MaxCyte Inc","Healthcare","Medical Devices","USA",439.28,,4.18,2.45%,451278
1170,"MXL","MaxLinear Inc","Technology","Semiconductors","USA",989.18,,11.79,6.22%,740167
1171,"MYE","Myers Industries Inc.","Consumer Cyclical","Packaging & Containers","USA",508.05,12.97,13.65,-0.87%,151869
1172,"MYFW","First Western Financial Inc","Financial","Banks - Regional","USA",162.00,23.44,16.77,3.45%,7296
1173,"MYGN","Myriad Genetics, Inc.","Healthcare","Diagnostics & Research","USA",2504.41,,27.67,3.87%,696926
1174,"MYPS","PLAYSTUDIOS Inc","Communication Services","Electronic Gaming & Multimedia","USA",212.98,,1.58,3.27%,183606
1175,"MYRG","MYR Group Inc","Industrials","Engineering & Construction","USA",1711.76,35.52,103.68,4.12%,270146
1176,"NABL","N-able Inc","Technology","Information Technology Services","USA",2518.28,79.11,13.63,2.95%,455253
1177,"NAPA","Duckhorn Portfolio Inc","Consumer Defensive","Beverages - Wineries & Distilleries","USA",967.59,12.16,6.58,-0.90%,941658
1178,"NARI","Inari Medical Inc","Healthcare","Medical Devices","USA",2838.91,,48.72,5.00%,686862
1179,"NAT","Nordic American Tankers Ltd","Industrials","Marine Shipping","Bermuda",730.80,10.93,3.50,0.86%,1515532
1180,"NATH","Nathan's Famous, Inc.","Consumer Cyclical","Restaurants","USA",296.41,13.81,72.65,4.01%,12679
1181,"NATL","NCR Atleos Corp","Technology","Software - Application","USA",2066.96,,28.66,3.13%,1093705
1182,"NATR","Nature's Sunshine Products, Inc.","Consumer Defensive","Packaged Foods","USA",274.58,17.23,14.66,-0.74%,37736
1183,"NAUT","Nautilus Biotechnology Inc","Healthcare","Biotechnology","USA",287.19,,2.29,1.33%,54466
1184,"NAVI","Navient Corp","Financial","Credit Services","USA",1596.29,10.67,14.59,3.04%,560506
1185,"NBBK","NB Bancorp Inc.","Financial","Banks - Regional","USA",747.43,71.05,17.50,1.39%,116814
1186,"NBHC","National Bank Holdings Corp","Financial","Banks - Regional","USA",1504.29,11.99,39.67,2.19%,138860
1187,"NBN","Northeast Bank","Financial","Banks - Regional","USA",519.34,8.57,65.08,1.61%,19078
1188,"NBR","Nabors Industries Ltd","Energy","Oil & Gas Drilling","Bermuda",787.62,,82.56,6.58%,339622
1189,"NBTB","NBT Bancorp. Inc.","Financial","Banks - Regional","USA",2114.68,17.32,44.85,1.68%,104613
1190,"NC","Nacco Industries Inc.","Energy","Thermal Coal","USA",201.75,,27.08,-0.40%,14830
1191,"NCMI","National Cinemedia Inc","Communication Services","Advertising Agencies","USA",577.64,2.25,6.06,1.17%,338961
1192,"NE","Noble Corp Plc","Energy","Oil & Gas Drilling","USA",5785.40,9.86,40.48,1.58%,1233715
1193,"NECB","NorthEast Community Bancorp Inc.","Financial","Banks - Regional","USA",294.49,6.08,20.99,1.21%,27887
1194,"NEO","Neogenomics Inc.","Healthcare","Diagnostics & Research","USA",2168.47,,16.92,6.75%,643986
1195,"NEOG","Neogen Corp.","Healthcare","Diagnostics & Research","USA",3681.56,,16.99,3.72%,1947061
1196,"NEWT","NewtekOne Inc","Financial","Banks - Regional","USA",306.16,7.19,12.38,-0.08%,228424
1197,"NEXT","NextDecade Corporation","Energy","Oil & Gas E&P","USA",1344.13,,5.21,-1.51%,5847326
1198,"NFBK","Northfield Bancorp Inc","Financial","Banks - Regional","USA",501.93,16.91,11.32,1.80%,179487
1199,"NG","Novagold Resources Inc.","Basic Materials","Gold","USA",1387.88,,4.15,0.48%,899774
1200,"NGNE","Neurogene Inc","Healthcare","Biotechnology","USA",474.42,,36.55,0.72%,138100
1201,"NGS","Natural Gas Services Group, Inc.","Energy","Oil & Gas Equipment & Services","USA",241.34,25.45,19.40,3.36%,41893
1202,"NGVC","Natural Grocers by Vitamin Cottage Inc","Consumer Defensive","Grocery Stores","USA",544.45,19.14,23.89,2.09%,59256
1203,"NGVT","Ingevity Corp","Basic Materials","Specialty Chemicals","USA",1313.69,,36.14,3.73%,295017
1204,"NHC","National Healthcare Corp.","Healthcare","Medical Care Facilities","USA",1867.10,23.03,121.24,-0.02%,44997
1205,"NHI","National Health Investors, Inc.","Real Estate","REIT - Healthcare Facilities","USA",3211.52,25.19,73.93,-0.96%,163706
1206,"NIC","Nicolet Bankshares Inc.","Financial","Banks - Regional","USA",1331.76,12.82,88.43,0.84%,29475
1207,"NJR","New Jersey Resources Corporation","Utilities","Utilities - Regulated Gas","USA",4377.36,18.50,44.14,-0.52%,410306
1208,"NKSH","National Bankshares Inc.","Financial","Banks - Regional","USA",161.50,17.68,27.42,2.66%,8691
1209,"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",222.66,,1.21,2.54%,1013156
1210,"NKTX","Nkarta Inc","Healthcare","Biotechnology","USA",369.97,,5.25,1.16%,643398
1211,"NL","NL Industries, Inc.","Industrials","Security & Protection Services","USA",303.72,13.69,6.22,10.48%,50183
1212,"NLOP","Net Lease Office Properties","Real Estate","REIT - Office","USA",449.32,,30.38,6.56%,443849
1213,"NMIH","NMI Holdings Inc","Financial","Insurance - Specialty","USA",2966.91,8.80,37.24,2.03%,862651
1214,"NMRA","Neumora Therapeutics Inc.","Healthcare","Biotechnology","USA",1798.74,,11.24,-4.66%,676285
1215,"NMRK","Newmark Group Inc","Real Estate","Real Estate Services","USA",2123.35,48.20,12.31,4.32%,1247719
1216,"NN","NextNav Inc","Technology","Software - Infrastructure","USA",914.55,,7.47,2.05%,6840388
1217,"NNBR","NN Inc","Industrials","Conglomerates","USA",168.50,,3.37,1.51%,206249
1218,"NNI","Nelnet Inc","Financial","Credit Services","USA",3903.96,29.59,107.34,1.42%,37935
1219,"NNOX","Nano X Imaging Ltd","Healthcare","Medical Devices","Israel",406.77,,7.04,4.76%,736296
1220,"NODK","NI Holdings Inc","Financial","Insurance - Property & Casualty","USA",315.43,62.46,15.29,4.87%,7098
1221,"NOG","Northern Oil and Gas Inc.","Energy","Oil & Gas E&P","USA",3818.48,6.75,38.12,3.00%,964478
1222,"NOTE","FiscalNote Holdings Inc","Technology","Information Technology Services","USA",184.10,,1.37,-1.44%,350986
1223,"NOVA","Sunnova Energy International Inc","Technology","Solar","USA",908.98,,7.28,-1.49%,4058188
1224,"NOVT","Novanta Inc","Technology","Scientific & Technical Instruments","USA",6250.55,101.04,174.11,3.42%,116161
1225,"NPCE","NeuroPace Inc","Healthcare","Medical Devices","USA",205.42,,7.14,7.37%,20849
1226,"NPK","National Presto Industries, Inc.","Industrials","Aerospace & Defense","USA",518.37,16.07,73.01,0.77%,23978
1227,"NPO","Enpro Inc","Industrials","Specialty Industrial Machinery","USA",3170.24,101.61,151.18,2.38%,104496
1228,"NPWR","NET Power Inc","Industrials","Specialty Industrial Machinery","USA",635.80,,8.76,2.46%,156218
1229,"NR","Newpark Resources, Inc.","Energy","Oil & Gas Equipment & Services","USA",657.17,29.58,7.60,-2.44%,542678
1230,"NRC","National Research Corp","Healthcare","Health Information Services","USA",502.67,17.50,21.05,2.11%,89147
1231,"NRDS","Nerdwallet Inc","Communication Services","Internet Content & Information","USA",859.80,,11.06,3.85%,556442
1232,"NRDY","Nerdy Inc","Technology","Software - Application","USA",173.31,,1.59,8.16%,1947536
1233,"NREF","NexPoint Real Estate Finance Inc","Real Estate","REIT - Mortgage","USA",250.74,,14.15,0.43%,7589
1234,"NRGV","Energy Vault Holdings Inc","Utilities","Utilities - Renewable","USA",138.34,,0.92,5.64%,377600
1235,"NRIM","Northrim Bancorp, Inc.","Financial","Banks - Regional","USA",338.97,10.68,61.63,2.27%,10274
1236,"NRIX","Nurix Therapeutics Inc","Healthcare","Biotechnology","USA",1298.51,,20.16,0.75%,389369
1237,"NSIT","Insight Enterprises Inc.","Technology","Electronics & Computer Distribution","USA",6035.67,23.02,185.20,1.43%,184295
1238,"NSP","Insperity Inc","Industrials","Staffing & Employment Services","USA",3484.84,21.93,92.83,0.91%,148792
1239,"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1947.84,41.82,52.83,5.28%,229609
1240,"NTB","Bank of N T Butterfield & Son Ltd.","Financial","Banks - Diversified","Bermuda",1596.42,8.05,34.87,1.28%,82905
1241,"NTCT","Netscout Systems Inc","Technology","Software - Infrastructure","USA",1354.37,,18.99,3.60%,394142
1242,"NTGR","Netgear Inc","Technology","Communication Equipment","USA",440.52,,15.36,2.20%,152171
1243,"NTIC","Northern Technologies International Corp.","Basic Materials","Specialty Chemicals","USA",120.74,27.70,12.79,2.32%,10033
1244,"NTLA","Intellia Therapeutics Inc","Healthcare","Biotechnology","USA",2159.22,,22.38,5.02%,1563655
1245,"NTST","Netstreit Corp","Real Estate","REIT - Retail","USA",1190.88,210.82,15.39,-0.13%,751592
1246,"NUS","Nu Skin Enterprises, Inc.","Consumer Defensive","Household & Personal Products","USA",516.57,,10.40,-0.86%,699335
1247,"NUVB","Nuvation Bio Inc","Healthcare","Biotechnology","USA",717.84,,2.88,0.70%,1855361
1248,"NUVL","Nuvalent Inc","Healthcare","Biotechnology","USA",4534.69,,70.24,4.15%,422227
1249,"NVAX","Novavax, Inc.","Healthcare","Biotechnology","USA",1639.87,,11.68,9.06%,12496167
1250,"NVCR","NovoCure Ltd","Healthcare","Medical Devices","United Kingdom",2087.56,,19.29,0.42%,776257
1251,"NVEC","NVE Corp","Technology","Semiconductors","USA",383.50,22.85,79.40,2.73%,11443
1252,"NVEE","NV5 Global Inc","Industrials","Engineering & Construction","USA",1574.95,48.18,97.52,2.57%,134889
1253,"NVRI","Enviri Corp","Industrials","Waste Management","USA",881.21,,11.00,0.36%,355054
1254,"NVRO","Nevro Corp","Healthcare","Medical Devices","USA",211.38,,5.67,17.39%,1935315
1255,"NVTS","Navitas Semiconductor Corp","Technology","Semiconductors","USA",574.23,,3.13,-1.88%,2477230
1256,"NWBI","Northwest Bancshares Inc","Financial","Banks - Regional","USA",1640.53,16.08,12.88,1.34%,525380
1257,"NWE","NorthWestern Energy Group Inc","Utilities","Utilities - Regulated Electric","USA",3198.63,15.26,52.18,0.85%,325728
1258,"NWFL","Norwood Financial Corp.","Financial","Banks - Regional","USA",214.65,16.28,26.50,4.95%,4268
1259,"NWN","Northwest Natural Holding Co","Utilities","Utilities - Regulated Gas","USA",1477.19,17.78,38.20,0.76%,287683
1260,"NWPX","Northwest Pipe Co.","Industrials","Metal Fabrication","USA",389.86,15.73,39.30,1.60%,27454
1261,"NX","Quanex Building Products Corp","Industrials","Building Products & Equipment","USA",903.24,11.15,27.28,-1.69%,722753
1262,"NXDT","NexPoint Diversified Real Estate Trust","Real Estate","REIT - Diversified","USA",232.92,,5.73,3.06%,87944
1263,"NXRT","NexPoint Residential Trust Inc","Real Estate","REIT - Residential","USA",1114.30,12.97,43.87,1.29%,112264
1264,"NXT","Nextracker Inc","Technology","Solar","USA",5757.22,11.68,40.19,0.90%,3075799
